Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
FILET CANARD X2  SV MC;896017;1;MEAT_SPECIAL_HANDLING-24-12-A2-1;22.06;22.06;18.21;18.21;0;0;3.849999999999998;3.849999999999998
CREME FRAI EP 15% 5L PRESIDENT;220482;1;MEAT_SPECIAL_HANDLING-20-11-B1-1,MEAT_SPECIAL_HANDLING-26-12-B1-4,MEAT_SPECIAL_HANDLING-26-10-B1-2,MEAT_SPECIAL_HANDLING-26-10-A3-7;55;55;51;51;0;0;4;4
ROQUEFORT AOP LC 150G ROCHAMBE;688727;1;MEAT_SPECIAL_HANDLING-25-15-A1-8;38;38;34;34;0;0;4;4
SORBET FRAISE 2.5L METRO CHEF;215728;1;DEEP_FROZEN-43-6-A3-7;14;14;10;10;0;0;4;4
FRITE FRAICHE 10/10 COLIS PAYS BAS;829934;1;null;1;4;0;0;0;0;1;4
CRISSCUTS 2.5KG LAMBWESTON;892279;1;DEEP_FROZEN-42-2-A2-1,DEEP_FROZEN-40-3-B1-4,DEEP_FROZEN-41-5-B1-1,DEEP_FROZEN-40-1-B1-3;358;358;354;354;0;0;4;4
CHOU ROUGE  6  PC C1 BELGIQUE BELGIQUE;12538;1;MEAT_SPECIAL_HANDLING-31-7-A1-2;46;46;42;42;0;0;4;4
HARICOT MUNGO BIO*SOJA 4KG FR;853084;1;null;4;4;0;0;0;0;4;4
PERRIER 6*50CL PET;863213;1;MEAT_SPECIAL_HANDLING-3-11-A1-3;14;56;13;52;0;0;1;4
TZATZIKI 500G METRO CHEF;635878;1;MEAT_SPECIAL_HANDLING-23-1-A1-2;54;54;50;50;0;0;4;4
FRITES 6/6 10KG LAMBWESTON;397700;1;DEEP_FROZEN-40-4-A1-1;18;72;17;68;0;0;1;4
MC BANANE CHIPS 500G;891383;1;MEAT_SPECIAL_HANDLING-9-32-A3-3;8;8;4;4;0;0;4;4
MPRO 50 BARQ ALU  2500 ML;895788;1;MEAT_SPECIAL_HANDLING-6-12-A2-5;12;12;8;8;0;0;4;4
MPRO 50 BTE HAMB PULP 800ML;833270;1;MEAT_SPECIAL_HANDLING-12-13-A3-2,MEAT_SPECIAL_HANDLING-12-8-B1-1;46;46;42;42;0;0;4;4
METRO CHEF AMARETTI 500G;685128;1;MEAT_SPECIAL_HANDLING-9-32-A3-4;35;35;31;31;0;0;4;4
VDE CUISS PLT SOS AP J STD SAT;871025;1;MEAT_SPECIAL_HANDLING-25-6-A4-2;5.93;5.93;1.93;1.93;0;0;4;4
MERGUEZ BF/MOUTON HAL 4.6KGSAT;819706;1;MEAT_SPECIAL_HANDLING-22-14-A1-4;69.24;69.24;65.05;65.05;0;0;4.189999999999998;4.189999999999998
PATATE DCE MC 11K C.600/900 A PESER FRFRANCE;714259;1;MEAT_SPECIAL_HANDLING-31-9-A1-4;88.27;88.27;83.37;83.37;0;0;4.8999999999999915;4.8999999999999915
9854.EVIAN-BAD.20X50STUB. VIDE;226971;1;null;5;5;0;0;0;0;5;5
MC PIMENT DIT DE CAYEN 120G;270601;1;MEAT_SPECIAL_HANDLING-11-3-A2-3;12;12;7;7;0;0;5;5
MPRO 50 KIT 4/1 BOIS;893881;1;null;5;5;0;0;0;0;5;5
ENCORNET PATAGONIE DECOUP 850G;891643;1;DEEP_FROZEN-43-13-A2-6,UNLOADING-1;38;38;33;33;0;0;5;5
SIGMA 1RAM 500F A4 80G FSC;835298;1;MEAT_SPECIAL_HANDLING-12-20-A1-2,MEAT_SPECIAL_HANDLING-12-22-C1-3;70;70;65;65;0;0;5;5
COURG MC 5K C.14/21 C1 ESESPAGNE;714890;1;null;5;5;0;0;0;0;5;5
MC ROMARIN MONDE  100G  PO;248341;1;MEAT_SPECIAL_HANDLING-11-18-A3-2;50;50;45;45;0;0;5;5
PIMENT XTRA PAYBASQ SUD 1.8KG;233647;1;MEAT_SPECIAL_HANDLING-8-32-B1-2,MEAT_SPECIAL_HANDLING-7-31-B1-3,MEAT_SPECIAL_HANDLING-7-31-A1-5,MEAT_SPECIAL_HANDLING-8-30-B1-2;322;322;317;317;0;0;5;5
MP 12 CASSOLETTES 12CM TERRE;863239;1;MEAT_SPECIAL_HANDLING-12-22-C1-1;22;22;17;17;0;0;5;5
MANGUE PRE MURIE MC PC5 C1 PEPEROU;704801;1;MEAT_SPECIAL_HANDLING-31-11-A1-1;30;150;29;145;0;0;1;5
PAIN 100% MIE LC 12X12 820G MC;386862;1;MEAT_SPECIAL_HANDLING-25-18-A4-7,MEAT_SPECIAL_HANDLING-26-16-A3-6;76;76;71;71;0;0;5;5
PAVE SAUMON 140/160G FI S/AT EL/NO 2X2KG.SALMO SALAR;707300;1;FISH-53-3-A1-2;27.03;27.03;22;22;0;0;5.030000000000001;5.030000000000001
POITRINE PORC 4F AOS IGPSO S/V;154794;1;MEAT_SPECIAL_HANDLING-25-8-A4-7;25.31;25.31;19.9;19.9;0;0;5.41;5.41
LUSSAC ST EM CRX ST ROC 75CL;891803;1;null;6;6;0;0;0;0;6;6
IGP OC RGE BRUME SALINE 75CL;866287;1;MEAT_SPECIAL_HANDLING-9-35-A1-1,MEAT_SPECIAL_HANDLING-9-35-A1-3;24;24;8;18;0;0;16;6
CREME UHT 30% 1L MC BK;863186;1;MEAT_SPECIAL_HANDLING-23-5-B1-1,MEAT_SPECIAL_HANDLING-23-6-B1-4,MEAT_SPECIAL_HANDLING-22-16-A1-1,MEAT_SPECIAL_HANDLING-23-7-B1-3,MEAT_SPECIAL_HANDLING-23-5-B1-2,MEAT_SPECIAL_HANDLING-23-7-B1-2,MEAT_SPECIAL_HANDLING-23-8-B1-3,MEAT_SPECIAL_HANDLING-23-8-B1-4,MEAT_SPECIAL_HANDLING-22-16-B1-3,MEAT_SPECIAL_HANDLING-23-17-B1-3;1245;7470;1244;7464;0;0;1;6
ARO TOMATE ENTIERE PELEE 4/4;385403;1;MEAT_SPECIAL_HANDLING-11-20-A4-2,UNLOADING-1;10;60;9;54;0;0;1;6
CTX LAYON MIL BIO*TOMAZ 75CL;837425;1;MEAT_SPECIAL_HANDLING-8-33-A4-1;12;12;1;6;0;0;11;6
FUT PLEIN 30L CONSIGNE;383777;1;null;6;6;0;0;0;0;6;6
CREME SIRO PAILL BEUR SAL500ML;887725;1;null;6;6;0;0;0;0;6;6
CHEVRE STE MAURE 300G SOIGNON;333280;1;MEAT_SPECIAL_HANDLING-25-9-A3-4;113;113;107;107;0;0;6;6
CONFITUR CLEMENTINE CORSE 980G;320440;1;MEAT_SPECIAL_HANDLING-8-4-A1-5;30;30;24;24;0;0;6;6
CASSONADE 1KG  SAINT LOUIS;839640;1;MEAT_SPECIAL_HANDLING-7-25-A2-1,MEAT_SPECIAL_HANDLING-7-25-B1-1,MEAT_SPECIAL_HANDLING-7-3-B1-3;245;1470;244;1464;0;0;1;6
MENETOU BLC MIL 75CL ERMIT;633480;1;MEAT_SPECIAL_HANDLING-8-33-A3-4;12;12;1;6;0;0;11;6
LUDEMAN ROUGE MIL GRAV 75C;807210;1;MEAT_SPECIAL_HANDLING-9-25-B1-2;38;228;37;222;0;0;1;6
BDX SUP RGE FONTBREUIL 75CL;894762;1;MEAT_SPECIAL_HANDLING-8-27-A3-3;4;24;3;18;0;0;1;6
VODKA CIROC BLUE 40D 70CL;681386;1;MEAT_SPECIAL_HANDLING-9-27-A2-4;11;11;5;5;0;0;6;6
9854.SPELLEGRIN 20X50CL   VIDE;226995;1;null;6;6;0;0;0;0;6;6
BUCHETTE MELANGE 175G ARO;892863;1;MEAT_SPECIAL_HANDLING-24-12-A4-2;7;42;6;36;0;0;1;6
POUILLY FUME M.LAURENT 75CL;808768;1;MEAT_SPECIAL_HANDLING-9-23-A3-1;6;36;5;30;0;0;1;6
MASCARPONE POT 500G MC;236214;1;MEAT_SPECIAL_HANDLING-23-4-A1-4,MEAT_SPECIAL_HANDLING-20-19-A1-1;583;583;577;577;0;0;6;6
SOLIG 200 LINGET DESINF S RINC;888885;1;null;6;6;0;0;0;0;6;6
ITA RGE PUGLIA LUPO 75CL MIL;838126;1;MEAT_SPECIAL_HANDLING-9-9-B1-1;12;12;6;6;0;0;6;6
BRG.PN RGE V.VIGNOT 75CL;808842;1;MEAT_SPECIAL_HANDLING-9-29-A3-4,MEAT_SPECIAL_HANDLING-9-29-C1-1;17;102;16;96;0;0;1;6
MR PROPRE NETT MU CITRON 5L;173393;1;MEAT_SPECIAL_HANDLING-8-26-A1-4,MEAT_SPECIAL_HANDLING-5-33-A1-5;26;26;20;20;0;0;6;6
ONDOLIVASOL BIDON 5L;844369;1;MEAT_SPECIAL_HANDLING-7-4-A1-2,MEAT_SPECIAL_HANDLING-8-36-C1-2,UNLOADING-1;198;198;192;192;0;0;6;6
FANTA ORANGE 25CL CONS PLEINE;886655;1;null;6;6;0;0;0;0;6;6
CHEF FOND BRUN LIE 40L 600G;173444;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-8-4-A2-6;116;116;110;110;0;0;6;6
H.O EXTRA VIERGE ONDOLIVA 1L;835482;1;MEAT_SPECIAL_HANDLING-10-11-A4-3;7;42;6;36;0;0;1;6
SAUT 75CL MIL RECOLT OR AOC;815595;1;null;6;6;0;0;0;0;6;6
ROCH. OEUF PLAT POCHE 1.5KG;332943;1;MEAT_SPECIAL_HANDLING-10-8-A2-4;15;15;9;9;0;0;6;6
PT ETOILE BRT SS ALC BIO* 75CL;880588;1;null;1;6;0;0;0;0;1;6
CREME TARTUFATA TAPENADE 540G;325533;1;null;6;6;0;0;0;0;6;6
SUCR PDR SACHET 1KG ROCHAMB;839753;1;MEAT_SPECIAL_HANDLING-6-13-A2-4,MEAT_SPECIAL_HANDLING-6-25-B1-2,MEAT_SPECIAL_HANDLING-7-7-C1-3,INSPECTION-1,MEAT_SPECIAL_HANDLING-8-36-B1-1,MEAT_SPECIAL_HANDLING-6-31-B1-2;634;3804;633;3798;0;0;1;6
MUTTI POLPA TOM CONCASS 4/4;835133;1;MEAT_SPECIAL_HANDLING-11-17-A2-1,MEAT_SPECIAL_HANDLING-12-6-A4-1;6;36;5;30;0;0;1;6
CH CLAUZOTS BLC GRAV 75CL;884012;1;null;6;6;0;0;0;0;6;6
CREME BALS BLCHE PAILL OR 500G;398885;1;null;6;6;0;0;0;0;6;6
C.ROTIE BR/BL GUIGAL 75CL MIL;326104;1;MEAT_SPECIAL_HANDLING-8-33-A3-1;12;12;1;6;0;0;11;6
MONTAGNY 1C MONT BUXY 75CL;810498;1;MEAT_SPECIAL_HANDLING-9-29-A2-5;12;12;1;6;0;0;11;6
CREME M.BRIZARD CASSIS 15D 1L;882153;1;MEAT_SPECIAL_HANDLING-9-17-A2-4;12;12;6;6;0;0;6;6
CTX VAR RSE AOC REFLET 75C MIL;394969;1;MEAT_SPECIAL_HANDLING-8-19-A3-2;12;12;1;6;0;0;11;6
LIQUEUR ST GERMAIN 20D 70CL;649918;1;MEAT_SPECIAL_HANDLING-8-3-A3-1;27;27;21;21;0;0;6;6
MPRO  250 SERV 2P JAUN 40X40;388093;1;MEAT_SPECIAL_HANDLING-8-26-A2-4,MEAT_SPECIAL_HANDLING-4-23-B1-2;29;29;23;23;0;0;6;6
ITA RGE BORGOBRUNO 75CL;836323;1;null;6;6;0;0;0;0;6;6
HEINZ DOS SCE BBQ 7MLX250;170973;1;MEAT_SPECIAL_HANDLING-9-6-A4-1;11;11;4;4;0;0;7;7
ARO ESSUI-TOUT 2P 64F 4RLX X8;889115;1;MEAT_SPECIAL_HANDLING-6-6-C1-2;23;23;16;16;0;0;7;7
9975.VITTEL    24X25STUB PLEIN;226783;1;null;7;7;0;0;0;0;7;7
CONSIGNE PAL ROUGE 100/120 LPR;890060;1;null;7;7;0;0;0;0;7;7
OIG CEBETTE BOTTE PC14 EGEGYPTE;760089;1;MEAT_SPECIAL_HANDLING-32-9-B1-2,MEAT_SPECIAL_HANDLING-32-9-A3-3;343;343;336;336;0;0;7;7
POUDRE DE LAIT 26%MG 10KG PRES;148540;1;MEAT_SPECIAL_HANDLING-11-14-A1-5;11;11;4;4;0;0;7;7
CAIS.PERRIER VC12X100CL   PLEI;226725;1;null;8;8;0;0;0;0;8;8
OIGNONS EPLUCHES 5KG UE;258781;1;MEAT_SPECIAL_HANDLING-26-1-A1-9;12;12;4;4;0;0;8;8
MPRO NETT MU BACT PIN 5L;144662;1;MEAT_SPECIAL_HANDLING-6-14-A1-1,MEAT_SPECIAL_HANDLING-6-14-B1-3;21;21;13;13;0;0;8;8
CAISSE TOP 5 SNICKERS;380716;1;MEAT_SPECIAL_HANDLING-8-4-A2-1,MEAT_SPECIAL_HANDLING-10-36-A3-5;26;26;18;18;0;0;8;8
MC AMAND BLANC HACHEE  BIO*1KG;891382;1;MEAT_SPECIAL_HANDLING-11-7-A2-4;15;15;7;7;0;0;8;8
CRISPY BACON PORC PRECUIT;897714;1;null;8;8;0;0;0;0;8;8
MC NOISETTE PDRE NATURELLE 1KG;888990;1;MEAT_SPECIAL_HANDLING-11-10-A1-2;30;30;22;22;0;0;8;8
PLT LR PAC JN S/F 1.7+ MC;867052;1;MEAT_SPECIAL_HANDLING-26-14-A1-1;12.12;12.12;3.91;3.91;0;0;8.209999999999999;8.209999999999999
AVO PRE MURI MC C.203/243 PC9 MA C1MAROC;761159;1;MEAT_SPECIAL_HANDLING-31-5-A1-3;6;54;5;45;0;0;1;9
AVO PRE MURI MC C.203/243 PC9 ES C1ESPAGNE;704292;1;null;1;9;0;0;0;0;1;9
SCHEPPES AGRUM 24X25CL VIDE;633937;1;null;9;9;0;0;0;0;9;9
FAR PIZZERIA T00 W280-300 25KG;861912;1;MEAT_SPECIAL_HANDLING-11-1-B1-3;18;18;8;8;0;0;10;10
THOR FUT 20L CONSIGNE PLEINE;896634;1;null;10;10;0;0;0;0;10;10
9854.SPELLEGRIN 20X50CL  PLEIN;226993;1;null;10;10;0;0;0;0;10;10
DR BECHER NETT FRITEUSE 1KG;682121;1;MEAT_SPECIAL_HANDLING-5-26-A1-3;12;12;2;2;0;0;10;10
RIZDOR BOITE   100G DUCROS;253385;1;MEAT_SPECIAL_HANDLING-11-14-A4-3;27;27;17;17;0;0;10;10
PLATEAUX 60X40 METROPRO;835660;1;MEAT_SPECIAL_HANDLING-12-20-B1-1;13;130;12;120;0;0;1;10
100 SERV DBLE PT NOIR 20X20;858426;1;MEAT_SPECIAL_HANDLING-7-27-B1-3,MEAT_SPECIAL_HANDLING-6-7-A4-1,MEAT_SPECIAL_HANDLING-7-33-A4-2;90;90;80;80;0;0;10;10
FUT SOMBRERO/GOUDALE 20L PLEIN;173907;1;null;10;10;0;0;0;0;10;10
MC RIZ ARBORI 5X1KG SV;895615;1;MEAT_SPECIAL_HANDLING-9-20-B1-1;22;22;12;12;0;0;10;10
HEINZ DOS YELL MUSTARD10MLX200;801083;1;MEAT_SPECIAL_HANDLING-9-6-A3-4;14;14;4;4;0;0;10;10
MC OIGNONS FRITS   500G;672242;1;MEAT_SPECIAL_HANDLING-6-5-C1-2,MEAT_SPECIAL_HANDLING-8-32-A1-3,MEAT_SPECIAL_HANDLING-8-6-C1-2;1256;1256;1246;1246;0;0;10;10
MPRO SERV DP KANGOUROU 2P BLC;895387;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-5-30-A1-4;72;72;62;62;0;0;10;10
*FARINE BLE T 55 1KG ARO;835170;1;MEAT_SPECIAL_HANDLING-9-12-B1-2,MEAT_SPECIAL_HANDLING-10-19-B1-2,MEAT_SPECIAL_HANDLING-9-12-B1-3,MEAT_SPECIAL_HANDLING-6-33-A1-2,MEAT_SPECIAL_HANDLING-11-1-B1-2,MEAT_SPECIAL_HANDLING-9-8-C1-1,MEAT_SPECIAL_HANDLING-12-3-B1-2;697;6970;696;6960;0;0;1;10
FRUIT PASSION 2K  A PESER  C1 COCOLOMBIE;7134;1;null;10.02;10.02;0;0;0;0;10.02;10.02
ARO HUILE OLIVE VE 1L;885122;1;MEAT_SPECIAL_HANDLING-7-3-B1-2,MEAT_SPECIAL_HANDLING-7-16-A1-3;375;375;364;364;0;0;11;11
FUZETEA MENTH/CITRON PET 40CL;857395;1;MEAT_SPECIAL_HANDLING-3-18-C1-2,MEAT_SPECIAL_HANDLING-4-4-A1-2;27;324;26;312;0;0;1;12
MPRO LIQ VAISS MAIN BACT 5L;388044;1;MEAT_SPECIAL_HANDLING-5-5-A1-3;39;39;27;27;0;0;12;12
MPRO DEGRAISS SURF ALIM 750ML;827263;1;MEAT_SPECIAL_HANDLING-2-2-B1-1,MEAT_SPECIAL_HANDLING-2-8-A1-3,MEAT_SPECIAL_HANDLING-2-2-A1-1;170;170;158;158;0;0;12;12
ROCH SEL REG LAVE VAISS 1KG;897159;1;null;12;12;0;0;0;0;12;12
EVIAN 1L  VC;397583;1;MEAT_SPECIAL_HANDLING-1-25-B1-1,MEAT_SPECIAL_HANDLING-1-2-B1-3,MEAT_SPECIAL_HANDLING-1-2-B1-1,MEAT_SPECIAL_HANDLING-1-27-A1-2,MEAT_SPECIAL_HANDLING-1-27-B1-1,MEAT_SPECIAL_HANDLING-1-35-B1-1;269;3228;268;3216;0;0;1;12
MC MOUTARDE A L ANCIENNE 5KG;176524;1;null;12;12;0;0;0;0;12;12
CONFITUR FRAISE 1KG ARO;839589;1;MEAT_SPECIAL_HANDLING-10-35-A3-3,MEAT_SPECIAL_HANDLING-11-9-A3-1;83;83;71;71;0;0;12;12
CDP RSE RAMATERRA 75CL MIL;855174;1;null;2;12;0;0;0;0;2;12
GRANITE 1L PASSION MONTAIGU;633365;1;null;12;12;0;0;0;0;12;12
MPRO FILM ALIM 9MICR 300MX44CM;399953;1;IN-1;42;42;30;30;0;0;12;12
PAGO NECTAR ANANAS 20CL  VP;396323;1;MEAT_SPECIAL_HANDLING-4-1-A1-3;14;168;13;156;0;0;1;12
CTE BLAYE RGE BIO* GAB 75CL;810973;1;MEAT_SPECIAL_HANDLING-9-23-B1-2,MEAT_SPECIAL_HANDLING-9-23-A3-2;78;78;66;66;0;0;12;12
ORATOIRE CHAS.SPL MOUL 75CL;891411;1;MEAT_SPECIAL_HANDLING-8-35-A2-5;24;24;2;12;0;0;22;12
LEMONAID GINGER BIO* 33CL VP;871934;1;MEAT_SPECIAL_HANDLING-5-23-A4-5;3;36;2;24;0;0;1;12
RIOBA PUR JUS MULTI TO 25CL;805904;1;MEAT_SPECIAL_HANDLING-4-3-A4-3,MEAT_SPECIAL_HANDLING-4-11-C1-1;25;300;24;288;0;0;1;12
TABL. CHOCO BLANC ROCH. 100GX5;332618;1;MEAT_SPECIAL_HANDLING-11-29-A4-2;14;14;2;2;0;0;12;12
ROCHAMBEAU LITCHI SIROP LG 3/4;873541;1;MEAT_SPECIAL_HANDLING-9-30-A1-5;45;45;33;33;0;0;12;12
MPRO NETT MU JAVEL 750ML;812927;1;MEAT_SPECIAL_HANDLING-2-6-A1-1,MEAT_SPECIAL_HANDLING-2-2-A2-5;86;86;74;74;0;0;12;12
MAUREL HLE TOURNESOL 25L;211161;1;MEAT_SPECIAL_HANDLING-1-26-A1-1,MEAT_SPECIAL_HANDLING-1-24-C1-1,MEAT_SPECIAL_HANDLING-2-10-C1-3,MEAT_SPECIAL_HANDLING-2-8-B1-3,MEAT_SPECIAL_HANDLING-1-32-C1-1,MEAT_SPECIAL_HANDLING-1-24-C1-2,MEAT_SPECIAL_HANDLING-2-14-C1-2,MEAT_SPECIAL_HANDLING-2-10-C1-2,MEAT_SPECIAL_HANDLING-2-6-C1-3,MEAT_SPECIAL_HANDLING-2-12-C1-2,MEAT_SPECIAL_HANDLING-2-4-C1-2,MEAT_SPECIAL_HANDLING-2-8-B1-1,MEAT_SPECIAL_HANDLING-1-26-A1-2,MEAT_SPECIAL_HANDLING-2-10-B1-1,MEAT_SPECIAL_HANDLING-2-6-C1-2,MEAT_SPECIAL_HANDLING-2-12-B1-2,MEAT_SPECIAL_HANDLING-1-10-A1-2,MEAT_SPECIAL_HANDLING-1-34-C1-1,MEAT_SPECIAL_HANDLING-2-10-B1-2,MEAT_SPECIAL_HANDLING-2-4-B1-2,MEAT_SPECIAL_HANDLING-1-34-B1-1,MEAT_SPECIAL_HANDLING-2-8-C1-2,MEAT_SPECIAL_HANDLING-1-26-B1-1,MEAT_SPECIAL_HANDLING-2-8-C1-3,MEAT_SPECIAL_HANDLING-1-36-B1-2,MEAT_SPECIAL_HANDLING-1-32-B1-1,MEAT_SPECIAL_HANDLING-2-14-B1-2,MEAT_SPECIAL_HANDLING-2-10-B1-3,MEAT_SPECIAL_HANDLING-1-24-B1-2,MEAT_SPECIAL_HANDLING-1-32-B1-2,MEAT_SPECIAL_HANDLING-2-12-B1-1,MEAT_SPECIAL_HANDLING-1-28-A1-3,MEAT_SPECIAL_HANDLING-1-28-B1-2,MEAT_SPECIAL_HANDLING-1-36-C1-1,MEAT_SPECIAL_HANDLING-2-10-C1-1,MEAT_SPECIAL_HANDLING-1-28-C1-2,MEAT_SPECIAL_HANDLING-2-2-B1-3,MEAT_SPECIAL_HANDLING-2-4-C1-3,MEAT_SPECIAL_HANDLING-1-26-B1-2,MEAT_SPECIAL_HANDLING-2-14-C1-1,MEAT_SPECIAL_HANDLING-2-2-C1-3,MEAT_SPECIAL_HANDLING-2-12-C1-1,MEAT_SPECIAL_HANDLING-1-28-B1-1,MEAT_SPECIAL_HANDLING-1-36-C1-2,MEAT_SPECIAL_HANDLING-1-34-B1-2,MEAT_SPECIAL_HANDLING-1-32-C1-2,MEAT_SPECIAL_HANDLING-2-14-B1-1,MEAT_SPECIAL_HANDLING-1-22-C1-3,MEAT_SPECIAL_HANDLING-1-28-C1-1,MEAT_SPECIAL_HANDLING-2-2-C1-2;1603;1603;1591;1591;0;0;12;12
COCA SANS SUCRES 25CL VP;867202;1;MEAT_SPECIAL_HANDLING-2-24-A1-3,MEAT_SPECIAL_HANDLING-2-27-A1-2;88;1056;87;1044;0;0;1;12
MUSCADE MOULUE 1KG ARO;895625;1;null;12;12;0;0;0;0;12;12
MC PIGNON DE PIN 1KG;891355;1;MEAT_SPECIAL_HANDLING-10-23-A3-1;17;17;5;5;0;0;12;12
PAPRIKA FUME 230GRS;830929;1;MEAT_SPECIAL_HANDLING-11-15-A2-3;44;44;31;31;0;0;13;13
CAIS.SANPELLEGR 12X100CL  VIDE;226802;1;null;13;13;0;0;0;0;13;13
9854.VITTEL    20X50STUB PLEIN;226781;1;null;13;13;0;0;0;0;13;13
SPRITE 25CL CONS PLEINE;886648;1;null;14;14;0;0;0;0;14;14
RIOBA BONBON CARAMEL MOU;685125;1;MEAT_SPECIAL_HANDLING-10-29-A3-3;33;33;18;18;0;0;15;15
MINI SAMOUSSAS.LEG.CROQ.25GX28;169217;1;DEEP_FROZEN-43-11-A1-4,DEEP_FROZEN-43-13-A2-8;51;51;35;35;0;0;16;16
BRIOCH' BURGER 4X62G LFD;154919;1;MEAT_SPECIAL_HANDLING-24-19-A1-1,MEAT_SPECIAL_HANDLING-20-13-B1-2,MEAT_SPECIAL_HANDLING-23-22-A1-3,MEAT_SPECIAL_HANDLING-24-5-B1-2;819;819;803;803;0;0;16;16
CAIS.PERSON.   24X33CL    VIDE;226864;1;null;16;16;0;0;0;0;16;16
EGRENE AU BF 20%MG HAL 1KG UE;141733;1;DEEP_FROZEN-41-12-A1-2,UNLOADING-1;493;493;477;477;0;0;16;16
50 SAC POIGNEE KRAFT 32X22X24;833240;1;MEAT_SPECIAL_HANDLING-7-3-C1-3,MEAT_SPECIAL_HANDLING-6-7-B1-1,MEAT_SPECIAL_HANDLING-7-4-A1-1;168;168;152;152;0;0;16;16
JB DINDE 10T FIN 300G FM HALAL;887795;1;MEAT_SPECIAL_HANDLING-26-5-A2-7;38;38;20;20;0;0;18;18
CONFITUR EXTRAFIGUE CORSE 980G;684253;1;MEAT_SPECIAL_HANDLING-11-30-A3-3;57;57;39;39;0;0;18;18
LAIT UHT DEMI-ECREME 6X50CL;877547;1;MEAT_SPECIAL_HANDLING-24-16-A3-7;9;54;6;36;0;0;3;18
ROCH CORNICHON EXT FIN 37CL;835149;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-11-25-A1-1;20;120;17;102;0;0;3;18
100 BTE PIZZA KRAFT BRUN 29X29;394392;1;MEAT_SPECIAL_HANDLING-6-34-B1-2,MEAT_SPECIAL_HANDLING-6-22-B1-2;53;53;35;35;0;0;18;18
CARAMEL A L'ANCIENNE 1L VAHINE;839869;1;MEAT_SPECIAL_HANDLING-11-9-A3-3,MEAT_SPECIAL_HANDLING-10-9-A4-2;69;69;51;51;0;0;18;18
SCE FRUIT ROUGE 1KG SWEETIES;682350;1;MEAT_SPECIAL_HANDLING-10-33-A1-1;34;34;16;16;0;0;18;18
FAUGER RG BIO*VV MILCAPIT75C;815261;1;MEAT_SPECIAL_HANDLING-8-19-A3-4;42;42;24;24;0;0;18;18
TUBE CO2 10KG BICOLORE PLEINE;135185;1;null;18;18;0;0;0;0;18;18
CHOCO POUDRE 32% 1KG RIOBA;274117;1;MEAT_SPECIAL_HANDLING-10-5-A2-1;27;27;9;9;0;0;18;18
50 CUILLERE A SOUPE PAP 17CM;882590;1;MEAT_SPECIAL_HANDLING-5-35-A4-5;20;20;1;1;0;0;19;19
POLENTA ITALIEN 1KG NICOLI;684174;1;MEAT_SPECIAL_HANDLING-10-17-A1-4;42;42;22;22;0;0;20;20
MPRO BOBINE BLEU 2P 450FX6;388100;1;MEAT_SPECIAL_HANDLING-7-5-B1-1,MEAT_SPECIAL_HANDLING-7-5-B1-2,MEAT_SPECIAL_HANDLING-7-1-B1-1,MEAT_SPECIAL_HANDLING-7-28-B1-3,MEAT_SPECIAL_HANDLING-7-5-B1-3,MEAT_SPECIAL_HANDLING-7-4-C1-2,MEAT_SPECIAL_HANDLING-7-34-B1-1,MEAT_SPECIAL_HANDLING-7-3-C1-1,MEAT_SPECIAL_HANDLING-8-34-C1-3,MEAT_SPECIAL_HANDLING-7-4-C1-3,MEAT_SPECIAL_HANDLING-7-29-A1-2,MEAT_SPECIAL_HANDLING-7-2-C1-1;229;229;209;209;0;0;20;20
EUSKOLA VP 33CLX12;800870;1;null;20;20;0;0;0;0;20;20
DORITOS NACHO CHEESE 160G;892161;1;MEAT_SPECIAL_HANDLING-11-8-A4-4;6;60;4;40;0;0;2;20
PENNERIGATE SAC 5KG BARILLA;834883;1;MEAT_SPECIAL_HANDLING-7-7-C1-2,MEAT_SPECIAL_HANDLING-7-33-A2-3;42;42;21;21;0;0;21;21
MPRO FILM ALIMENTA 300MX29CM;337794;1;MEAT_SPECIAL_HANDLING-7-17-A1-3;206;206;184;184;0;0;22;22
MPRO 100 BTE PIZZA 31X31X3.5CM;893258;1;MEAT_SPECIAL_HANDLING-7-23-C1-1,MEAT_SPECIAL_HANDLING-7-23-A1-1,MEAT_SPECIAL_HANDLING-7-3-C1-2;40;40;18;18;0;0;22;22
CONSIGNE FUT 30L PLEIN;226681;1;null;22;22;0;0;0;0;22;22
MC CAPRE CAPOTE BTE 4/4;840410;1;MEAT_SPECIAL_HANDLING-9-20-A3-4,MEAT_SPECIAL_HANDLING-10-10-A2-4;54;54;32;32;0;0;22;22
MPRO 250 ASS RECT PAP 13X20CM;882536;1;MEAT_SPECIAL_HANDLING-6-13-B1-1;45;45;21;21;0;0;24;24
FENTIMANS GINGER BEER 20CL VP;874754;1;MEAT_SPECIAL_HANDLING-4-3-A4-4;6;144;5;120;0;0;1;24
RED BULL BOITE 25CL;397260;1;MEAT_SPECIAL_HANDLING-2-17-A1-1,MEAT_SPECIAL_HANDLING-3-23-A1-1,INSPECTION-3;62;1488;61;1464;0;0;1;24
